1.498142474409E9,eduroam,00:81:c4:85:07:a0,2462,-58
1.498142474409E9,TP-LINK_5GHz_6FF5D0,e8:de:27:6f:f5:d0,5745,-47
1.498142474409E9,TP-LINK_5GHz_6FE4D8,e8:de:27:6f:e4:d8,5745,-44
1.498142474409E9,TP-LINK_5GHz_7002B4,e8:de:27:70:02:b4,5745,-38
1.498142474409E9,eduroam,00:2a:10:3d:b0:1f,5180,-70
1.498142474409E9,AP_3,e8:de:27:6f:f5:d1,2432,-49
1.498142474409E9,AP_2,e8:de:27:70:02:b5,2432,-37
1.498142474409E9,AP_1,e8:de:27:6f:e4:d9,2432,-38
1.498142474409E9,eduroam,08:ea:44:96:ec:eb,5220,-84
1.498142474409E9,Anthony's iMac,10:9a:dd:a0:fb:1e,2462,-87
1.498142474409E9,OWL,00:2a:10:3d:b0:1e,5180,-74
1.498142474409E9,OWL,00:81:c4:85:07:a1,2462,-57
1.498142474409E9,OWL,08:ea:44:96:ec:ea,5220,-83
1.498142474409E9,,08:ea:44:96:ec:e4,5220,-85
1.498142474409E9,OWL,18:8b:45:09:70:ee,5280,-85
1.498142474409E9,OWL,08:ea:44:96:ec:95,2462,-87
1.498142474409E9,eduroam,08:ea:44:96:ec:d6,2437,-74
1.498142474409E9,eduroam,18:8b:45:09:70:0f,5280,-82
1.498142474409E9,eduroam,18:8b:45:09:70:ef,5280,-85
1.498142474409E9,OWL,18:8b:45:09:70:0e,5280,-82
1.498142474409E9,eduroam,40:18:b1:78:86:55,2462,-90
1.498142474409E9,OWL,08:ea:44:96:ec:d5,2437,-74
1.498142474409E9,eduroam,18:8b:45:09:72:6f,5180,-86
1.498142474409E9,OWL,18:8b:45:09:72:6e,5180,-86
1.498142474409E9,OWL,18:8b:45:09:70:e1,2412,-82
1.498142474409E9,eduroam,08:ea:44:96:ec:96,2462,-87
1.498142474409E9,OWL,00:2a:10:0d:6d:31,2412,-87
1.498142474409E9,eduroam,00:2a:10:3d:b0:10,2437,-64
1.498142474409E9,eduroam,40:18:b1:78:89:d5,2437,-85
1.498142474409E9,OWL,00:2a:10:3d:b0:11,2437,-63
1.498142474409E9,OWL,40:18:b1:78:89:d4,2437,-81
1.498142474409E9,eduroam,00:2a:10:3d:af:f0,2462,-85
1.498142474409E9,eduroam,40:18:b1:7b:42:15,2462,-88
1.498142474409E9,OWL,40:18:b1:7b:3e:94,2412,-90
1.498142474409E9,eduroam,18:8b:45:09:70:e0,2412,-82
