10 18
1 AP_1 -47.75
2 AP_2 -42.07
3 AP_3 -34.54
4 AP_4 -65.00
5 AP_5 -55.82
6 AP_1 -47.74
7 AP_2 -42.19
8 AP_3 -41.75
9 AP_4 -66.31
10 AP_5 -53.92
11 AP_1 -47.91
12 AP_2 -46.90
13 AP_3 -34.05
14 AP_4 -65.39
15 AP_5 -54.63
16 AP_1 -48.88
17 AP_2 -37.35
18 AP_3 -41.07
19 AP_4 -65.42
20 AP_5 -55.89
21 AP_1 -48.01
22 AP_2 -44.52
23 AP_3 -31.84
24 AP_4 -65.28
25 AP_5 -55.64
26 AP_1 -47.36
27 AP_2 -41.77
28 AP_3 -42.31
29 AP_4 -65.67
30 AP_5 -55.18
31 AP_1 -47.75
32 AP_2 -50.33
33 AP_3 -35.02
34 AP_4 -66.00
35 AP_5 -56.62
36 AP_1 -48.41
37 AP_2 -44.25
38 AP_3 -40.48
39 AP_4 -65.62
40 AP_5 -56.20
41 AP_1 -48.18
42 AP_2 -42.21
43 AP_3 -43.56
44 AP_4 -65.31
45 AP_5 -55.92
46 AP_1 -47.61
47 AP_2 -44.66
48 AP_3 -33.75
49 AP_4 -65.76
50 AP_5 -55.01
51 AP_1 -49.00
52 AP_2 -47.35
53 AP_3 -36.15
54 AP_4 -66.16
55 AP_5 -54.92
56 AP_1 -48.88
57 AP_2 -38.18
58 AP_3 -39.52
59 AP_4 -65.71
60 AP_5 -54.29
61 AP_1 -47.95
62 AP_2 -46.30
63 AP_3 -39.13
64 AP_4 -64.79
65 AP_5 -54.85
66 AP_1 -48.11
67 AP_2 -36.58
68 AP_3 -36.14
69 AP_4 -65.43
70 AP_5 -55.43
71 AP_1 -48.00
72 AP_2 -44.44
73 AP_3 -34.10
74 AP_4 -65.55
75 AP_5 -54.81
76 AP_1 -48.98
77 AP_2 -42.15
78 AP_3 -39.31
79 AP_4 -66.06
80 AP_5 -55.02
81 AP_1 -48.84
82 AP_2 -45.55
83 AP_3 -31.73
84 AP_4 -66.31
85 AP_5 -54.51
86 AP_1 -47.58
87 AP_2 -54.15
88 AP_3 -42.19
89 AP_4 -65.86
90 AP_5 -54.15
91 AP_1 -47.50
92 AP_2 -40.54
93 AP_3 -38.02
94 AP_4 -65.38
95 AP_5 -53.99
96 AP_1 -49.27
97 AP_2 -51.33
98 AP_3 -33.93
99 AP_4 -65.74
100 AP_5 -55.59
101 AP_1 -48.04
102 AP_2 -53.86
103 AP_3 -41.59
104 AP_4 -65.96
105 AP_5 -53.93
106 AP_1 -47.21
107 AP_2 -43.08
108 AP_3 -35.08
109 AP_4 -65.12
110 AP_5 -56.24
111 AP_1 -48.58
112 AP_2 -32.99
113 AP_3 -36.56
114 AP_4 -65.64
115 AP_5 -56.16
116 AP_1 -49.05
117 AP_2 -49.86
118 AP_3 -37.95
119 AP_4 -65.76
120 AP_5 -54.69
121 AP_1 -47.78
122 AP_2 -42.66
123 AP_3 -45.53
124 AP_4 -65.60
125 AP_5 -55.32
126 AP_1 -48.72
127 AP_2 -46.93
128 AP_3 -34.31
129 AP_4 -66.02
130 AP_5 -55.61
131 AP_1 -47.97
132 AP_2 -45.66
133 AP_3 -43.60
134 AP_4 -64.89
135 AP_5 -55.58
136 AP_1 -47.86
137 AP_2 -40.87
138 AP_3 -42.16
139 AP_4 -65.65
140 AP_5 -56.20
141 AP_1 -47.81
142 AP_2 -49.84
143 AP_3 -40.49
144 AP_4 -66.03
145 AP_5 -56.26
146 AP_1 -49.45
147 AP_2 -44.19
148 AP_3 -37.48
149 AP_4 -65.00
150 AP_5 -54.45
151 AP_1 -48.24
152 AP_2 -53.41
153 AP_3 -30.67
154 AP_4 -66.01
155 AP_5 -54.95
156 AP_1 -46.72
