4 16
1 AP_1 -46.95
2 AP_2 -57.46
3 AP_3 -42.68
4 AP_4 -67.26
5 AP_5 -57.19
6 AP_1 -45.93
7 AP_2 -53.18
8 AP_3 -39.58
9 AP_4 -66.95
10 AP_5 -56.16
11 AP_1 -45.93
12 AP_2 -47.36
13 AP_3 -42.32
14 AP_4 -66.46
15 AP_5 -55.57
16 AP_1 -46.85
17 AP_2 -46.29
18 AP_3 -39.81
19 AP_4 -67.20
20 AP_5 -55.53
21 AP_1 -45.64
22 AP_2 -39.72
23 AP_3 -42.79
24 AP_4 -66.92
25 AP_5 -56.43
26 AP_1 -46.02
27 AP_2 -55.37
28 AP_3 -49.02
29 AP_4 -66.78
30 AP_5 -56.36
31 AP_1 -45.77
32 AP_2 -56.14
33 AP_3 -42.07
34 AP_4 -66.83
35 AP_5 -57.16
36 AP_1 -46.76
37 AP_2 -50.17
38 AP_3 -42.99
39 AP_4 -66.49
40 AP_5 -58.72
41 AP_1 -46.40
42 AP_2 -49.93
43 AP_3 -43.41
44 AP_4 -66.39
45 AP_5 -55.61
46 AP_1 -46.04
47 AP_2 -51.60
48 AP_3 -47.32
49 AP_4 -66.63
50 AP_5 -56.86
51 AP_1 -45.93
52 AP_2 -55.21
53 AP_3 -37.30
54 AP_4 -67.01
55 AP_5 -57.47
56 AP_1 -46.59
57 AP_2 -50.60
58 AP_3 -35.92
59 AP_4 -66.47
60 AP_5 -56.57
61 AP_1 -45.44
62 AP_2 -52.08
63 AP_3 -42.71
64 AP_4 -67.33
65 AP_5 -57.86
66 AP_1 -46.25
67 AP_2 -50.41
68 AP_3 -47.23
69 AP_4 -66.94
70 AP_5 -57.34
71 AP_1 -47.16
72 AP_2 -50.41
73 AP_3 -37.52
74 AP_4 -67.34
75 AP_5 -56.46
76 AP_1 -46.25
77 AP_2 -59.40
78 AP_3 -37.92
79 AP_4 -66.60
80 AP_5 -55.89
81 AP_1 -46.50
82 AP_2 -49.83
83 AP_3 -37.36
84 AP_4 -66.67
85 AP_5 -57.00
86 AP_1 -47.10
87 AP_2 -44.77
88 AP_3 -41.11
89 AP_4 -67.00
90 AP_5 -55.89
91 AP_1 -45.33
92 AP_2 -51.09
93 AP_3 -33.92
94 AP_4 -66.74
95 AP_5 -57.51
96 AP_1 -45.96
97 AP_2 -39.98
98 AP_3 -34.21
99 AP_4 -66.39
100 AP_5 -55.88
101 AP_1 -45.83
102 AP_2 -56.31
103 AP_3 -41.37
104 AP_4 -66.31
105 AP_5 -56.27
106 AP_1 -47.00
107 AP_2 -47.92
108 AP_3 -33.75
109 AP_4 -66.34
110 AP_5 -56.40
111 AP_1 -46.46
112 AP_2 -45.37
113 AP_3 -40.55
114 AP_4 -66.53
115 AP_5 -57.56
116 AP_1 -46.62
117 AP_2 -39.97
118 AP_3 -37.47
119 AP_4 -66.15
120 AP_5 -57.09
121 AP_1 -46.00
122 AP_2 -51.03
123 AP_3 -35.21
124 AP_4 -66.85
125 AP_5 -56.39
126 AP_1 -45.89
127 AP_2 -61.22
128 AP_3 -26.85
129 AP_4 -65.79
130 AP_5 -56.85
131 AP_1 -45.45
132 AP_2 -56.00
133 AP_3 -42.05
134 AP_4 -66.39
135 AP_5 -56.76
136 AP_1 -46.10
137 AP_2 -42.69
138 AP_3 -44.41
139 AP_4 -66.22
140 AP_5 -56.79
141 AP_1 -46.12
142 AP_2 -43.20
143 AP_3 -41.69
144 AP_4 -66.95
145 AP_5 -56.84
146 AP_1 -46.75
147 AP_2 -40.29
148 AP_3 -51.95
149 AP_4 -66.49
150 AP_5 -56.15
151 AP_1 -46.40
152 AP_2 -53.68
153 AP_3 -31.60
154 AP_4 -67.00
155 AP_5 -57.37
156 AP_1 -45.58
157 AP_2 -56.56
158 AP_3 -44.30
159 AP_4 -67.92
160 AP_5 -58.19
161 AP_1 -46.45
162 AP_2 -41.00
163 AP_3 -36.88
164 AP_4 -67.10
165 AP_5 -55.75
166 AP_1 -45.68
167 AP_2 -50.39
168 AP_3 -34.50
169 AP_4 -66.67
170 AP_5 -57.12
171 AP_1 -46.30
172 AP_2 -49.80
173 AP_3 -40.80
174 AP_4 -66.35
175 AP_5 -58.08
176 AP_1 -46.16
177 AP_2 -48.69
178 AP_3 -36.47
179 AP_4 -66.54
180 AP_5 -57.29
181 AP_1 -46.47
182 AP_2 -51.79
183 AP_3 -43.36
184 AP_4 -66.47
185 AP_5 -54.79
186 AP_1 -45.81
187 AP_2 -49.65
188 AP_3 -40.97
189 AP_4 -67.02
190 AP_5 -57.47
191 AP_1 -45.76
192 AP_2 -51.78
193 AP_3 -40.88
194 AP_4 -66.72
195 AP_5 -57.19
196 AP_1 -46.45
197 AP_2 -47.39
198 AP_3 -43.25
199 AP_4 -66.87
200 AP_5 -56.24
201 AP_1 -46.58
202 AP_2 -40.48
203 AP_3 -40.44
204 AP_4 -67.50
205 AP_5 -56.50
206 AP_1 -46.31
207 AP_2 -46.11
208 AP_3 -35.35
209 AP_4 -66.97
210 AP_5 -57.46
211 AP_1 -45.35
212 AP_2 -44.86
213 AP_3 -43.87
214 AP_4 -65.86
215 AP_5 -57.10
216 AP_1 -45.32
217 AP_2 -66.06
218 AP_3 -42.03
219 AP_4 -66.57
220 AP_5 -55.97
221 AP_1 -46.61
222 AP_2 -50.25
223 AP_3 -44.29
224 AP_4 -67.17
225 AP_5 -56.89
226 AP_1 -46.47
227 AP_2 -49.10
228 AP_3 -40.90
229 AP_4 -66.18
230 AP_5 -56.52
231 AP_1 -45.95
232 AP_2 -48.76
233 AP_3 -48.69
234 AP_4 -67.24
235 AP_5 -57.53
236 AP_1 -45.60
237 AP_2 -52.74
238 AP_3 -44.24
239 AP_4 -66.26
240 AP_5 -57.20
241 AP_1 -46.22
242 AP_2 -47.61
243 AP_3 -42.19
244 AP_4 -66.77
245 AP_5 -56.91
246 AP_1 -46.28
247 AP_2 -39.06
248 AP_3 -40.84
249 AP_4 -66.10
250 AP_5 -56.83
