12 18
1 AP_1 -48.52
2 AP_2 -44.15
3 AP_3 -41.58
4 AP_4 -65.96
5 AP_5 -54.15
6 AP_1 -47.86
7 AP_2 -49.51
8 AP_3 -29.38
9 AP_4 -65.33
10 AP_5 -54.05
11 AP_1 -49.14
12 AP_2 -61.14
13 AP_3 -33.63
14 AP_4 -65.10
15 AP_5 -55.33
16 AP_1 -48.73
17 AP_2 -50.25
18 AP_3 -26.33
19 AP_4 -65.57
20 AP_5 -55.78
21 AP_1 -49.34
22 AP_2 -47.12
23 AP_3 -35.86
24 AP_4 -65.71
25 AP_5 -54.91
26 AP_1 -49.91
27 AP_2 -41.29
28 AP_3 -38.03
29 AP_4 -64.79
30 AP_5 -54.10
31 AP_1 -48.23
32 AP_2 -51.00
33 AP_3 -42.02
34 AP_4 -65.56
35 AP_5 -52.78
36 AP_1 -48.77
37 AP_2 -44.79
38 AP_3 -31.81
39 AP_4 -65.39
40 AP_5 -54.72
41 AP_1 -48.34
42 AP_2 -50.68
43 AP_3 -25.29
44 AP_4 -64.57
45 AP_5 -55.06
46 AP_1 -48.70
47 AP_2 -58.40
48 AP_3 -33.75
49 AP_4 -65.06
50 AP_5 -55.81
51 AP_1 -48.54
52 AP_2 -54.05
53 AP_3 -35.21
54 AP_4 -65.11
55 AP_5 -54.69
56 AP_1 -48.99
57 AP_2 -47.77
58 AP_3 -51.61
59 AP_4 -65.01
60 AP_5 -54.41
61 AP_1 -48.14
62 AP_2 -44.37
63 AP_3 -37.06
64 AP_4 -64.19
65 AP_5 -54.57
66 AP_1 -48.27
67 AP_2 -55.16
68 AP_3 -30.52
69 AP_4 -65.13
70 AP_5 -56.08
71 AP_1 -48.45
72 AP_2 -49.70
73 AP_3 -35.78
74 AP_4 -65.01
75 AP_5 -55.47
76 AP_1 -48.27
77 AP_2 -33.66
78 AP_3 -38.27
79 AP_4 -64.40
80 AP_5 -54.02
81 AP_1 -48.83
82 AP_2 -40.42
83 AP_3 -32.20
84 AP_4 -65.75
85 AP_5 -56.42
86 AP_1 -47.83
87 AP_2 -48.24
88 AP_3 -39.42
89 AP_4 -65.37
90 AP_5 -54.15
91 AP_1 -47.87
92 AP_2 -49.77
93 AP_3 -26.94
94 AP_4 -65.69
95 AP_5 -54.89
96 AP_1 -49.21
97 AP_2 -55.01
98 AP_3 -39.22
99 AP_4 -64.68
100 AP_5 -57.86
101 AP_1 -48.45
102 AP_2 -42.62
103 AP_3 -35.23
104 AP_4 -65.46
105 AP_5 -55.44
106 AP_1 -48.90
107 AP_2 -48.54
108 AP_3 -35.33
109 AP_4 -64.65
110 AP_5 -55.42
111 AP_1 -48.83
112 AP_2 -51.38
113 AP_3 -37.33
114 AP_4 -66.16
115 AP_5 -55.22
116 AP_1 -48.60
117 AP_2 -44.51
118 AP_3 -30.80
119 AP_4 -64.79
120 AP_5 -54.37
121 AP_1 -48.28
122 AP_2 -53.63
123 AP_3 -32.54
124 AP_4 -64.93
125 AP_5 -55.54
126 AP_1 -49.74
127 AP_2 -38.16
128 AP_3 -37.75
129 AP_4 -64.67
130 AP_5 -55.22
131 AP_1 -48.20
132 AP_2 -48.66
133 AP_3 -40.32
134 AP_4 -65.51
135 AP_5 -55.60
136 AP_1 -48.42
137 AP_2 -44.32
138 AP_3 -39.74
139 AP_4 -65.16
140 AP_5 -54.66
141 AP_1 -49.06
142 AP_2 -52.55
143 AP_3 -50.93
144 AP_4 -64.83
145 AP_5 -55.78
146 AP_1 -48.49
147 AP_2 -47.10
148 AP_3 -37.77
149 AP_4 -65.00
150 AP_5 -54.91
151 AP_1 -49.05
152 AP_2 -41.20
153 AP_3 -40.69
154 AP_4 -65.29
155 AP_5 -55.23
156 AP_1 -48.75
157 AP_2 -44.72
158 AP_3 -34.04
159 AP_4 -65.25
160 AP_5 -55.47
161 AP_1 -48.33
162 AP_2 -52.06
163 AP_3 -31.48
164 AP_4 -64.91
165 AP_5 -54.43
166 AP_1 -49.13
167 AP_2 -51.00
168 AP_3 -34.85
169 AP_4 -64.97
170 AP_5 -53.97
171 AP_1 -49.39
172 AP_2 -43.86
173 AP_3 -31.48
174 AP_4 -65.02
175 AP_5 -55.68
176 AP_1 -49.46
177 AP_2 -53.38
178 AP_3 -46.08
179 AP_4 -64.49
180 AP_5 -54.07
181 AP_1 -49.52
182 AP_2 -46.65
183 AP_3 -40.47
184 AP_4 -64.27
185 AP_5 -55.32
186 AP_1 -49.51
187 AP_2 -47.03
188 AP_3 -39.71
189 AP_4 -65.61
190 AP_5 -55.54
191 AP_1 -49.17
192 AP_2 -43.90
193 AP_3 -35.89
194 AP_4 -64.99
195 AP_5 -55.45
196 AP_1 -48.92
197 AP_2 -48.92
198 AP_3 -38.00
199 AP_4 -64.75
200 AP_5 -54.09
201 AP_1 -47.77
202 AP_2 -50.70
203 AP_3 -38.31
204 AP_4 -64.83
205 AP_5 -55.66
206 AP_1 -49.24
207 AP_2 -44.83
208 AP_3 -23.52
209 AP_4 -64.87
210 AP_5 -56.32
211 AP_1 -49.59
212 AP_2 -38.30
213 AP_3 -37.87
214 AP_4 -65.13
215 AP_5 -54.45
216 AP_1 -48.73
217 AP_2 -45.60
218 AP_3 -36.49
219 AP_4 -65.20
220 AP_5 -54.45
221 AP_1 -48.20
222 AP_2 -48.54
223 AP_3 -39.69
224 AP_4 -65.57
225 AP_5 -55.60
226 AP_1 -48.37
227 AP_2 -42.46
228 AP_3 -26.53
229 AP_4 -65.53
230 AP_5 -54.94
231 AP_1 -49.06
232 AP_2 -56.25
233 AP_3 -43.92
234 AP_4 -65.78
235 AP_5 -54.26
236 AP_1 -49.00
237 AP_2 -53.14
238 AP_3 -33.74
239 AP_4 -64.74
240 AP_5 -55.31
241 AP_1 -47.94
242 AP_2 -49.42
243 AP_3 -42.84
244 AP_4 -64.90
245 AP_5 -55.19
246 AP_1 -49.49
247 AP_2 -57.04
248 AP_3 -26.78
249 AP_4 -65.37
250 AP_5 -55.24
