8 8
1 AP_1 -34.78
2 AP_2 -57.02
3 AP_3 -36.52
4 AP_4 -60.22
5 AP_5 -50.23
6 AP_1 -34.37
7 AP_2 -44.59
8 AP_3 -31.99
9 AP_4 -60.08
10 AP_5 -50.01
11 AP_1 -34.32
12 AP_2 -55.90
13 AP_3 -32.23
14 AP_4 -59.13
15 AP_5 -49.92
16 AP_1 -34.50
17 AP_2 -60.00
18 AP_3 -36.13
19 AP_4 -59.65
20 AP_5 -49.93
21 AP_1 -34.33
22 AP_2 -61.44
23 AP_3 -42.01
24 AP_4 -60.09
25 AP_5 -49.16
26 AP_1 -33.79
27 AP_2 -51.91
28 AP_3 -32.93
29 AP_4 -59.35
30 AP_5 -48.29
31 AP_1 -33.96
32 AP_2 -54.10
33 AP_3 -34.21
34 AP_4 -59.48
35 AP_5 -50.23
36 AP_1 -35.05
37 AP_2 -50.87
38 AP_3 -45.16
39 AP_4 -60.56
40 AP_5 -49.68
41 AP_1 -34.97
42 AP_2 -51.06
43 AP_3 -41.34
44 AP_4 -59.47
45 AP_5 -50.27
46 AP_1 -34.67
47 AP_2 -64.82
48 AP_3 -36.42
49 AP_4 -60.06
50 AP_5 -49.89
51 AP_1 -34.18
52 AP_2 -62.04
53 AP_3 -39.97
54 AP_4 -58.98
55 AP_5 -50.32
56 AP_1 -34.43
57 AP_2 -51.72
58 AP_3 -35.84
59 AP_4 -59.19
60 AP_5 -49.53
61 AP_1 -34.26
62 AP_2 -60.20
63 AP_3 -43.49
64 AP_4 -59.70
65 AP_5 -49.16
66 AP_1 -34.92
67 AP_2 -66.70
68 AP_3 -34.47
69 AP_4 -59.12
70 AP_5 -49.70
71 AP_1 -34.61
72 AP_2 -54.40
73 AP_3 -43.41
74 AP_4 -59.85
75 AP_5 -49.81
76 AP_1 -34.48
77 AP_2 -50.17
78 AP_3 -44.92
79 AP_4 -59.65
80 AP_5 -49.29
81 AP_1 -34.98
82 AP_2 -50.63
83 AP_3 -33.78
84 AP_4 -59.46
85 AP_5 -51.13
86 AP_1 -34.54
87 AP_2 -49.79
88 AP_3 -34.95
89 AP_4 -59.79
90 AP_5 -49.86
91 AP_1 -34.55
92 AP_2 -47.69
93 AP_3 -41.82
94 AP_4 -59.47
95 AP_5 -48.42
96 AP_1 -35.10
97 AP_2 -49.00
98 AP_3 -33.07
99 AP_4 -59.74
100 AP_5 -50.96
101 AP_1 -33.15
102 AP_2 -66.25
103 AP_3 -34.92
104 AP_4 -59.78
105 AP_5 -49.46
106 AP_1 -34.69
107 AP_2 -50.05
108 AP_3 -40.78
109 AP_4 -59.60
110 AP_5 -51.16
111 AP_1 -34.45
112 AP_2 -57.40
113 AP_3 -38.15
114 AP_4 -59.86
115 AP_5 -50.54
116 AP_1 -34.41
117 AP_2 -59.36
118 AP_3 -46.17
119 AP_4 -60.01
120 AP_5 -49.96
121 AP_1 -34.90
122 AP_2 -55.43
123 AP_3 -41.15
124 AP_4 -59.65
125 AP_5 -50.97
126 AP_1 -34.47
127 AP_2 -49.87
128 AP_3 -34.20
129 AP_4 -60.14
130 AP_5 -49.88
131 AP_1 -34.46
132 AP_2 -53.76
133 AP_3 -40.30
134 AP_4 -60.34
135 AP_5 -50.06
136 AP_1 -34.04
137 AP_2 -65.01
138 AP_3 -37.24
139 AP_4 -59.67
140 AP_5 -50.41
141 AP_1 -34.85
142 AP_2 -55.41
143 AP_3 -37.16
144 AP_4 -58.94
145 AP_5 -50.61
146 AP_1 -34.22
147 AP_2 -59.08
148 AP_3 -39.21
149 AP_4 -59.68
150 AP_5 -49.53
151 AP_1 -34.21
152 AP_2 -50.08
153 AP_3 -38.80
154 AP_4 -60.24
155 AP_5 -50.60
156 AP_1 -34.29
157 AP_2 -58.21
158 AP_3 -36.47
159 AP_4 -59.63
160 AP_5 -49.69
161 AP_1 -33.94
162 AP_2 -38.55
163 AP_3 -36.82
164 AP_4 -58.99
165 AP_5 -50.39
166 AP_1 -35.56
167 AP_2 -55.58
168 AP_3 -50.60
169 AP_4 -59.75
170 AP_5 -49.34
171 AP_1 -34.04
172 AP_2 -57.86
173 AP_3 -40.47
174 AP_4 -58.85
175 AP_5 -49.80
176 AP_1 -34.11
177 AP_2 -48.13
178 AP_3 -45.05
179 AP_4 -59.68
180 AP_5 -49.69
181 AP_1 -35.09
182 AP_2 -60.83
183 AP_3 -40.42
184 AP_4 -59.83
185 AP_5 -49.79
186 AP_1 -34.54
187 AP_2 -50.51
188 AP_3 -39.83
189 AP_4 -59.84
190 AP_5 -50.73
191 AP_1 -34.74
192 AP_2 -57.58
193 AP_3 -38.06
194 AP_4 -59.29
195 AP_5 -50.09
196 AP_1 -34.14
197 AP_2 -54.76
198 AP_3 -46.89
199 AP_4 -59.60
200 AP_5 -50.18
201 AP_1 -33.85
202 AP_2 -51.92
203 AP_3 -40.95
204 AP_4 -60.03
205 AP_5 -48.79
206 AP_1 -34.02
207 AP_2 -55.72
208 AP_3 -43.77
209 AP_4 -59.00
210 AP_5 -48.55
211 AP_1 -35.19
212 AP_2 -51.38
213 AP_3 -37.11
214 AP_4 -59.64
215 AP_5 -49.33
216 AP_1 -34.80
217 AP_2 -56.58
218 AP_3 -39.47
219 AP_4 -59.90
220 AP_5 -49.44
221 AP_1 -33.36
222 AP_2 -58.46
223 AP_3 -36.96
224 AP_4 -59.87
225 AP_5 -49.21
226 AP_1 -34.60
227 AP_2 -64.11
228 AP_3 -41.78
229 AP_4 -60.11
230 AP_5 -48.08
231 AP_1 -33.45
232 AP_2 -54.29
233 AP_3 -30.57
234 AP_4 -59.15
235 AP_5 -52.64
236 AP_1 -34.85
237 AP_2 -51.19
238 AP_3 -42.56
239 AP_4 -59.27
240 AP_5 -50.07
241 AP_1 -34.61
242 AP_2 -49.41
243 AP_3 -36.90
244 AP_4 -59.52
245 AP_5 -49.99
246 AP_1 -34.54
247 AP_2 -50.59
248 AP_3 -39.25
