2 2
1 AP_1 -40.53
2 AP_2 -67.10
3 AP_3 -43.10
4 AP_1 -41.11
5 AP_2 -61.31
6 AP_3 -40.46
7 AP_1 -40.55
8 AP_2 -60.63
9 AP_3 -37.25
10 AP_1 -41.28
11 AP_2 -65.84
12 AP_3 -32.75
13 AP_1 -40.90
14 AP_2 -49.30
15 AP_3 -39.06
16 AP_1 -40.36
17 AP_2 -48.82
18 AP_3 -41.86
19 AP_1 -40.67
20 AP_2 -60.16
21 AP_3 -40.42
22 AP_1 -41.33
23 AP_2 -65.38
24 AP_3 -36.97
25 AP_1 -41.15
26 AP_2 -63.24
27 AP_3 -43.73
28 AP_1 -41.06
29 AP_2 -65.62
30 AP_3 -44.70
31 AP_1 -40.91
32 AP_2 -58.69
33 AP_3 -45.43
34 AP_1 -40.84
35 AP_2 -62.67
36 AP_3 -42.52
37 AP_1 -40.57
38 AP_2 -56.90
39 AP_3 -39.19
40 AP_1 -40.65
41 AP_2 -61.23
42 AP_3 -41.34
43 AP_1 -40.95
44 AP_2 -61.67
45 AP_3 -46.07
46 AP_1 -40.35
47 AP_2 -63.12
48 AP_3 -49.65
49 AP_1 -41.06
50 AP_2 -61.25
51 AP_3 -51.22
52 AP_1 -41.07
53 AP_2 -69.93
54 AP_3 -45.33
55 AP_1 -41.49
56 AP_2 -57.22
57 AP_3 -41.53
58 AP_1 -41.89
59 AP_2 -64.58
60 AP_3 -43.28
61 AP_1 -40.36
62 AP_2 -66.37
63 AP_3 -45.74
64 AP_1 -41.60
65 AP_2 -56.02
66 AP_3 -47.89
67 AP_1 -40.54
68 AP_2 -62.55
69 AP_3 -41.31
70 AP_1 -40.62
71 AP_2 -67.74
72 AP_3 -46.50
73 AP_1 -40.49
74 AP_2 -69.75
75 AP_3 -32.46
76 AP_1 -40.79
77 AP_2 -60.27
78 AP_3 -39.20
79 AP_1 -41.10
80 AP_2 -58.45
81 AP_3 -45.60
82 AP_1 -41.63
83 AP_2 -64.65
84 AP_3 -40.90
85 AP_1 -40.23
86 AP_2 -56.43
87 AP_3 -39.93
88 AP_1 -41.01
89 AP_2 -69.97
90 AP_3 -43.09
91 AP_1 -41.20
92 AP_2 -57.87
93 AP_3 -42.71
94 AP_1 -41.65
95 AP_2 -59.56
96 AP_3 -46.04
97 AP_1 -40.36
98 AP_2 -56.94
99 AP_3 -41.98
100 AP_1 -40.83
101 AP_2 -62.94
102 AP_3 -45.18
103 AP_1 -40.93
104 AP_2 -65.25
105 AP_3 -44.11
106 AP_1 -40.80
107 AP_2 -69.07
108 AP_3 -42.08
109 AP_1 -40.65
110 AP_2 -56.40
111 AP_3 -42.19
112 AP_1 -41.48
113 AP_2 -62.93
114 AP_3 -36.84
115 AP_1 -41.11
116 AP_2 -50.84
117 AP_3 -38.78
118 AP_1 -40.16
119 AP_2 -61.16
120 AP_3 -44.00
121 AP_1 -41.07
122 AP_2 -63.40
123 AP_3 -42.42
124 AP_1 -40.67
125 AP_2 -55.21
126 AP_3 -43.51
127 AP_1 -40.69
128 AP_2 -67.22
129 AP_3 -43.15
130 AP_1 -40.55
131 AP_2 -67.99
132 AP_3 -45.85
133 AP_1 -40.67
134 AP_2 -54.77
135 AP_3 -45.54
136 AP_1 -41.70
137 AP_2 -60.97
138 AP_3 -41.21
139 AP_1 -41.36
140 AP_2 -66.74
141 AP_3 -50.85
142 AP_1 -39.87
143 AP_2 -56.02
144 AP_3 -41.96
145 AP_1 -40.41
146 AP_2 -65.02
147 AP_3 -41.68
148 AP_1 -40.80
149 AP_2 -55.26
150 AP_3 -40.35
151 AP_1 -40.53
152 AP_2 -61.52
153 AP_3 -45.60
154 AP_1 -40.66
155 AP_2 -62.79
156 AP_3 -44.51
157 AP_1 -41.14
158 AP_2 -63.53
159 AP_3 -43.50
160 AP_1 -40.83
161 AP_2 -69.44
162 AP_3 -42.67
163 AP_1 -40.14
164 AP_2 -65.08
165 AP_3 -41.03
166 AP_1 -39.88
167 AP_2 -57.20
168 AP_3 -48.99
169 AP_1 -41.10
170 AP_2 -62.54
171 AP_3 -39.39
172 AP_1 -42.10
173 AP_2 -70.36
174 AP_3 -45.26
175 AP_1 -40.93
176 AP_2 -62.55
177 AP_3 -45.46
178 AP_1 -41.69
179 AP_2 -61.54
180 AP_3 -39.83
