2 20
1 AP_1 -49.80
2 AP_2 -58.61
3 AP_3 -48.70
4 AP_1 -49.73
5 AP_2 -56.83
6 AP_3 -43.76
7 AP_1 -48.86
8 AP_2 -53.82
9 AP_3 -41.44
10 AP_1 -49.15
11 AP_2 -57.70
12 AP_3 -36.00
13 AP_1 -50.18
14 AP_2 -56.35
15 AP_3 -42.03
16 AP_1 -49.57
17 AP_2 -53.45
18 AP_3 -53.38
19 AP_1 -49.56
20 AP_2 -53.96
21 AP_3 -37.83
22 AP_1 -49.50
23 AP_2 -48.57
24 AP_3 -45.44
25 AP_1 -48.61
26 AP_2 -38.18
27 AP_3 -42.28
28 AP_1 -49.36
29 AP_2 -46.53
30 AP_3 -38.76
31 AP_1 -48.81
32 AP_2 -56.81
33 AP_3 -47.21
34 AP_1 -49.98
35 AP_2 -56.55
36 AP_3 -48.71
37 AP_1 -49.54
38 AP_2 -53.43
39 AP_3 -38.46
40 AP_1 -49.67
41 AP_2 -53.09
42 AP_3 -42.70
43 AP_1 -49.40
44 AP_2 -56.12
45 AP_3 -40.20
46 AP_1 -49.45
47 AP_2 -52.64
48 AP_3 -43.40
49 AP_1 -49.76
50 AP_2 -60.76
51 AP_3 -40.22
52 AP_1 -49.96
53 AP_2 -53.10
54 AP_3 -47.97
55 AP_1 -49.14
56 AP_2 -46.94
57 AP_3 -37.34
58 AP_1 -49.32
59 AP_2 -48.97
60 AP_3 -44.21
61 AP_1 -49.59
62 AP_2 -57.45
63 AP_3 -43.55
64 AP_1 -49.14
65 AP_2 -49.93
66 AP_3 -40.25
67 AP_1 -49.41
68 AP_2 -50.53
69 AP_3 -42.87
70 AP_1 -48.38
71 AP_2 -48.56
72 AP_3 -51.19
73 AP_1 -48.40
74 AP_2 -42.31
75 AP_3 -44.25
76 AP_1 -48.83
77 AP_2 -60.01
78 AP_3 -46.75
79 AP_1 -49.20
80 AP_2 -51.31
81 AP_3 -45.94
82 AP_1 -49.45
83 AP_2 -51.78
84 AP_3 -46.50
85 AP_1 -49.20
86 AP_2 -46.97
87 AP_3 -37.64
88 AP_1 -50.24
89 AP_2 -58.43
90 AP_3 -41.51
91 AP_1 -49.19
92 AP_2 -60.06
93 AP_3 -51.41
94 AP_1 -49.55
95 AP_2 -64.15
96 AP_3 -36.75
97 AP_1 -49.41
98 AP_2 -48.89
99 AP_3 -45.81
100 AP_1 -48.54
101 AP_2 -54.91
102 AP_3 -43.86
103 AP_1 -49.26
104 AP_2 -53.48
105 AP_3 -47.68
106 AP_1 -49.64
107 AP_2 -61.95
108 AP_3 -52.65
109 AP_1 -49.78
110 AP_2 -51.16
111 AP_3 -38.64
112 AP_1 -49.20
113 AP_2 -48.40
114 AP_3 -42.53
115 AP_1 -49.70
116 AP_2 -54.61
117 AP_3 -46.87
118 AP_1 -50.45
119 AP_2 -44.32
120 AP_3 -40.85
121 AP_1 -48.96
122 AP_2 -48.42
123 AP_3 -47.44
124 AP_1 -49.40
125 AP_2 -59.12
126 AP_3 -36.56
127 AP_1 -50.08
128 AP_2 -41.41
129 AP_3 -32.74
130 AP_1 -47.77
131 AP_2 -57.77
132 AP_3 -48.04
133 AP_1 -49.06
134 AP_2 -49.86
135 AP_3 -46.88
136 AP_1 -50.32
137 AP_2 -60.91
138 AP_3 -43.79
139 AP_1 -49.95
140 AP_2 -56.13
141 AP_3 -42.75
142 AP_1 -49.40
143 AP_2 -46.33
144 AP_3 -48.96
145 AP_1 -49.24
146 AP_2 -53.40
147 AP_3 -44.72
148 AP_1 -49.37
149 AP_2 -62.51
150 AP_3 -45.81
151 AP_1 -49.53
152 AP_2 -56.45
153 AP_3 -48.42
154 AP_1 -49.72
155 AP_2 -59.12
156 AP_3 -40.73
157 AP_1 -49.64
158 AP_2 -45.04
159 AP_3 -50.35
160 AP_1 -49.34
161 AP_2 -54.58
162 AP_3 -31.55
163 AP_1 -49.78
164 AP_2 -53.46
165 AP_3 -42.17
166 AP_1 -49.22
167 AP_2 -52.58
168 AP_3 -38.84
169 AP_1 -48.83
170 AP_2 -54.24
171 AP_3 -38.14
172 AP_1 -49.35
173 AP_2 -59.43
174 AP_3 -44.30
175 AP_1 -49.49
176 AP_2 -60.57
177 AP_3 -33.09
178 AP_1 -49.30
179 AP_2 -52.96
180 AP_3 -42.89
