6 4
1 AP_1 -31.38
2 AP_2 -53.80
3 AP_3 -36.94
4 AP_1 -30.44
5 AP_2 -65.91
6 AP_3 -40.97
7 AP_1 -31.32
8 AP_2 -65.44
9 AP_3 -35.97
10 AP_1 -30.86
11 AP_2 -52.48
12 AP_3 -41.72
13 AP_1 -31.02
14 AP_2 -55.10
15 AP_3 -39.95
16 AP_1 -31.52
17 AP_2 -65.69
18 AP_3 -41.94
19 AP_1 -31.39
20 AP_2 -70.20
21 AP_3 -41.00
22 AP_1 -30.72
23 AP_2 -58.51
24 AP_3 -49.11
25 AP_1 -31.25
26 AP_2 -56.79
27 AP_3 -34.35
28 AP_1 -31.66
29 AP_2 -51.36
30 AP_3 -43.50
31 AP_1 -30.90
32 AP_2 -64.42
33 AP_3 -35.69
34 AP_1 -31.40
35 AP_2 -61.78
36 AP_3 -44.46
37 AP_1 -30.77
38 AP_2 -62.55
39 AP_3 -35.68
40 AP_1 -31.31
41 AP_2 -52.04
42 AP_3 -48.35
43 AP_1 -32.36
44 AP_2 -50.51
45 AP_3 -50.21
46 AP_1 -30.62
47 AP_2 -54.90
48 AP_3 -39.50
49 AP_1 -30.78
50 AP_2 -54.63
51 AP_3 -33.05
52 AP_1 -31.33
53 AP_2 -69.68
54 AP_3 -35.93
55 AP_1 -31.17
56 AP_2 -67.11
57 AP_3 -43.13
58 AP_1 -32.16
59 AP_2 -57.10
60 AP_3 -36.96
61 AP_1 -31.39
62 AP_2 -56.46
63 AP_3 -41.66
64 AP_1 -31.20
65 AP_2 -59.49
66 AP_3 -42.81
67 AP_1 -31.07
68 AP_2 -60.40
69 AP_3 -38.64
70 AP_1 -30.89
71 AP_2 -65.08
72 AP_3 -46.81
73 AP_1 -31.97
74 AP_2 -64.71
75 AP_3 -41.01
76 AP_1 -31.57
77 AP_2 -54.05
78 AP_3 -40.25
79 AP_1 -30.95
80 AP_2 -55.47
81 AP_3 -44.79
82 AP_1 -30.84
83 AP_2 -51.08
84 AP_3 -49.12
85 AP_1 -31.18
86 AP_2 -62.87
87 AP_3 -35.07
88 AP_1 -31.41
89 AP_2 -62.76
90 AP_3 -41.72
91 AP_1 -31.19
92 AP_2 -58.55
93 AP_3 -39.86
94 AP_1 -32.18
95 AP_2 -52.54
96 AP_3 -35.15
97 AP_1 -30.98
98 AP_2 -71.03
99 AP_3 -42.19
100 AP_1 -32.35
101 AP_2 -54.09
102 AP_3 -47.18
103 AP_1 -31.83
104 AP_2 -57.58
105 AP_3 -33.25
106 AP_1 -31.59
107 AP_2 -65.41
108 AP_3 -43.73
109 AP_1 -31.74
110 AP_2 -62.75
111 AP_3 -38.14
112 AP_1 -31.10
113 AP_2 -65.06
114 AP_3 -49.56
115 AP_1 -30.65
116 AP_2 -57.92
117 AP_3 -42.98
118 AP_1 -31.57
119 AP_2 -69.29
120 AP_3 -44.13
121 AP_1 -31.58
122 AP_2 -62.65
123 AP_3 -43.57
124 AP_1 -31.02
125 AP_2 -66.70
126 AP_3 -48.88
127 AP_1 -30.44
128 AP_2 -55.51
129 AP_3 -42.40
130 AP_1 -30.81
131 AP_2 -56.67
132 AP_3 -47.35
133 AP_1 -31.25
134 AP_2 -52.18
135 AP_3 -42.80
136 AP_1 -31.37
137 AP_2 -59.77
138 AP_3 -44.43
139 AP_1 -30.26
140 AP_2 -60.52
141 AP_3 -47.49
142 AP_1 -30.67
143 AP_2 -51.00
144 AP_3 -46.32
145 AP_1 -30.96
146 AP_2 -57.57
147 AP_3 -41.57
148 AP_1 -31.22
149 AP_2 -60.86
150 AP_3 -38.48
151 AP_1 -32.47
152 AP_2 -54.41
153 AP_3 -44.79
154 AP_1 -31.14
155 AP_2 -66.26
156 AP_3 -40.98
157 AP_1 -30.71
158 AP_2 -58.21
159 AP_3 -36.32
160 AP_1 -30.74
161 AP_2 -59.19
162 AP_3 -47.30
163 AP_1 -31.55
164 AP_2 -55.66
165 AP_3 -45.15
166 AP_1 -31.37
167 AP_2 -49.60
168 AP_3 -39.78
169 AP_1 -30.24
170 AP_2 -57.16
171 AP_3 -43.25
172 AP_1 -31.77
173 AP_2 -56.31
174 AP_3 -31.48
175 AP_1 -31.54
176 AP_2 -55.12
177 AP_3 -43.19
178 AP_1 -30.98
179 AP_2 -52.75
180 AP_3 -38.27
