14 6
1 AP_1 -43.06
2 AP_2 -59.28
3 AP_3 -40.12
4 AP_4 -47.30
5 AP_5 -49.62
6 AP_1 -43.40
7 AP_2 -61.66
8 AP_3 -41.47
9 AP_4 -47.54
10 AP_5 -50.61
11 AP_1 -43.52
12 AP_2 -59.80
13 AP_3 -40.88
14 AP_4 -47.31
15 AP_5 -50.12
16 AP_1 -43.60
17 AP_2 -59.03
18 AP_3 -29.65
19 AP_4 -47.63
20 AP_5 -51.14
21 AP_1 -44.32
22 AP_2 -56.56
23 AP_3 -41.84
24 AP_4 -46.78
25 AP_5 -50.70
26 AP_1 -44.05
27 AP_2 -51.08
28 AP_3 -29.94
29 AP_4 -47.73
30 AP_5 -48.40
31 AP_1 -44.53
32 AP_2 -63.34
33 AP_3 -33.36
34 AP_4 -47.48
35 AP_5 -50.90
36 AP_1 -43.89
37 AP_2 -45.20
38 AP_3 -34.51
39 AP_4 -47.71
40 AP_5 -48.42
41 AP_1 -43.64
42 AP_2 -64.79
43 AP_3 -29.61
44 AP_4 -47.74
45 AP_5 -50.03
46 AP_1 -43.93
47 AP_2 -59.03
48 AP_3 -39.77
49 AP_4 -46.74
50 AP_5 -48.90
51 AP_1 -44.39
52 AP_2 -61.87
53 AP_3 -37.69
54 AP_4 -47.60
55 AP_5 -51.05
56 AP_1 -44.53
57 AP_2 -51.61
58 AP_3 -36.47
59 AP_4 -47.27
60 AP_5 -49.21
61 AP_1 -43.28
62 AP_2 -67.28
63 AP_3 -39.17
64 AP_4 -47.78
65 AP_5 -50.00
66 AP_1 -43.06
67 AP_2 -59.67
68 AP_3 -29.67
69 AP_4 -47.74
70 AP_5 -49.62
71 AP_1 -43.52
72 AP_2 -53.76
73 AP_3 -38.45
74 AP_4 -47.47
75 AP_5 -49.36
76 AP_1 -44.07
77 AP_2 -58.69
78 AP_3 -35.57
79 AP_4 -47.64
80 AP_5 -50.33
81 AP_1 -44.45
82 AP_2 -60.25
83 AP_3 -39.80
84 AP_4 -47.16
85 AP_5 -49.99
86 AP_1 -44.89
87 AP_2 -67.21
88 AP_3 -42.67
89 AP_4 -47.43
90 AP_5 -48.41
91 AP_1 -44.52
92 AP_2 -54.60
93 AP_3 -43.92
94 AP_4 -47.60
95 AP_5 -49.78
96 AP_1 -45.02
97 AP_2 -47.61
98 AP_3 -32.54
99 AP_4 -47.05
100 AP_5 -50.24
101 AP_1 -43.46
102 AP_2 -71.36
103 AP_3 -36.58
104 AP_4 -47.17
105 AP_5 -51.47
106 AP_1 -43.43
107 AP_2 -57.56
108 AP_3 -40.31
109 AP_4 -47.48
110 AP_5 -50.21
111 AP_1 -43.12
112 AP_2 -59.65
113 AP_3 -31.23
114 AP_4 -46.34
115 AP_5 -51.10
116 AP_1 -43.79
117 AP_2 -62.66
118 AP_3 -41.89
119 AP_4 -47.10
120 AP_5 -50.44
121 AP_1 -44.35
122 AP_2 -57.46
123 AP_3 -36.56
124 AP_4 -47.45
125 AP_5 -50.22
126 AP_1 -44.64
127 AP_2 -53.72
