12 16
1 AP_1 -47.64
2 AP_2 -55.90
3 AP_3 -35.01
4 AP_4 -63.12
5 AP_5 -52.45
6 AP_1 -47.78
7 AP_2 -42.74
8 AP_3 -38.42
9 AP_4 -63.93
10 AP_5 -52.47
11 AP_1 -47.79
12 AP_2 -40.42
13 AP_3 -40.50
14 AP_4 -63.45
15 AP_5 -50.64
16 AP_1 -47.47
17 AP_2 -48.10
18 AP_3 -24.84
19 AP_4 -63.68
20 AP_5 -52.72
21 AP_1 -47.13
22 AP_2 -41.80
23 AP_3 -34.79
24 AP_4 -62.98
25 AP_5 -51.53
26 AP_1 -47.65
27 AP_2 -42.00
28 AP_3 -31.65
29 AP_4 -63.15
30 AP_5 -52.74
31 AP_1 -47.11
32 AP_2 -50.61
33 AP_3 -36.43
34 AP_4 -63.58
35 AP_5 -53.17
36 AP_1 -47.15
37 AP_2 -49.59
38 AP_3 -34.18
39 AP_4 -63.78
40 AP_5 -53.39
41 AP_1 -47.22
42 AP_2 -48.18
43 AP_3 -36.63
44 AP_4 -63.59
45 AP_5 -52.87
46 AP_1 -47.26
47 AP_2 -41.93
48 AP_3 -29.30
49 AP_4 -63.25
50 AP_5 -52.16
51 AP_1 -48.12
52 AP_2 -47.35
53 AP_3 -40.36
54 AP_4 -63.44
55 AP_5 -53.21
56 AP_1 -47.35
57 AP_2 -46.12
58 AP_3 -27.86
59 AP_4 -63.20
60 AP_5 -52.24
61 AP_1 -47.97
62 AP_2 -53.40
63 AP_3 -28.17
64 AP_4 -63.56
65 AP_5 -51.99
66 AP_1 -47.39
67 AP_2 -49.42
68 AP_3 -30.28
69 AP_4 -64.04
70 AP_5 -52.24
71 AP_1 -48.38
72 AP_2 -51.67
73 AP_3 -27.87
74 AP_4 -64.23
75 AP_5 -52.86
76 AP_1 -46.97
77 AP_2 -54.10
78 AP_3 -41.63
79 AP_4 -63.65
80 AP_5 -54.07
81 AP_1 -47.43
82 AP_2 -50.56
83 AP_3 -35.69
84 AP_4 -63.65
85 AP_5 -51.95
86 AP_1 -47.69
87 AP_2 -41.20
