12 4
1 AP_1 -41.24
2 AP_2 -57.35
3 AP_3 -33.37
4 AP_4 -50.59
5 AP_5 -51.79
6 AP_1 -41.70
7 AP_2 -61.45
8 AP_3 -37.60
9 AP_4 -51.33
10 AP_5 -52.83
11 AP_1 -41.76
12 AP_2 -47.44
13 AP_3 -44.00
14 AP_4 -51.04
15 AP_5 -52.78
16 AP_1 -41.29
17 AP_2 -59.08
18 AP_3 -38.25
19 AP_4 -51.28
20 AP_5 -53.50
21 AP_1 -41.98
22 AP_2 -64.47
23 AP_3 -40.94
24 AP_4 -51.64
25 AP_5 -51.72
26 AP_1 -41.74
27 AP_2 -56.93
28 AP_3 -44.98
29 AP_4 -51.10
30 AP_5 -51.85
31 AP_1 -42.38
32 AP_2 -61.58
33 AP_3 -36.00
34 AP_4 -51.82
35 AP_5 -51.46
36 AP_1 -42.79
37 AP_2 -57.85
38 AP_3 -44.99
39 AP_4 -50.93
40 AP_5 -53.08
41 AP_1 -42.01
42 AP_2 -57.86
43 AP_3 -36.54
44 AP_4 -50.95
45 AP_5 -53.28
46 AP_1 -41.94
47 AP_2 -58.01
48 AP_3 -38.07
49 AP_4 -50.78
50 AP_5 -53.93
51 AP_1 -42.28
52 AP_2 -58.29
53 AP_3 -43.48
54 AP_4 -50.39
55 AP_5 -52.05
56 AP_1 -41.46
57 AP_2 -60.19
58 AP_3 -42.26
59 AP_4 -51.16
60 AP_5 -51.61
61 AP_1 -41.70
62 AP_2 -59.96
63 AP_3 -43.78
64 AP_4 -50.99
65 AP_5 -52.73
66 AP_1 -42.05
67 AP_2 -60.00
68 AP_3 -34.92
69 AP_4 -51.48
70 AP_5 -53.06
71 AP_1 -41.59
72 AP_2 -59.63
73 AP_3 -38.78
74 AP_4 -51.51
75 AP_5 -51.64
76 AP_1 -41.69
77 AP_2 -61.06
78 AP_3 -41.64
79 AP_4 -50.45
80 AP_5 -52.49
81 AP_1 -41.87
82 AP_2 -54.32
83 AP_3 -35.60
84 AP_4 -51.02
85 AP_5 -52.81
86 AP_1 -41.63
87 AP_2 -65.52
88 AP_3 -35.53
89 AP_4 -51.43
90 AP_5 -52.44
91 AP_1 -40.88
92 AP_2 -48.17
93 AP_3 -34.18
94 AP_4 -51.47
95 AP_5 -51.34
96 AP_1 -42.87
97 AP_2 -45.28
98 AP_3 -33.04
99 AP_4 -50.74
100 AP_5 -51.15
101 AP_1 -42.69
102 AP_2 -62.53
103 AP_3 -41.16
104 AP_4 -51.12
105 AP_5 -52.66
106 AP_1 -42.35
107 AP_2 -54.96
108 AP_3 -40.81
109 AP_4 -50.98
110 AP_5 -53.16
111 AP_1 -41.66
112 AP_2 -58.03
113 AP_3 -41.65
114 AP_4 -51.36
115 AP_5 -52.13
116 AP_1 -42.48
117 AP_2 -58.26
118 AP_3 -36.93
