7 18
1 AP_1 -47.71
2 AP_2 -38.47
3 AP_3 -40.00
4 AP_1 -47.93
5 AP_2 -40.19
6 AP_3 -37.87
7 AP_1 -47.78
8 AP_2 -46.80
9 AP_3 -42.15
10 AP_1 -48.00
11 AP_2 -41.78
12 AP_3 -36.09
13 AP_1 -47.21
14 AP_2 -36.40
15 AP_3 -33.94
16 AP_1 -47.70
17 AP_2 -50.78
18 AP_3 -39.45
19 AP_1 -47.22
20 AP_2 -40.88
21 AP_3 -32.35
22 AP_1 -48.08
23 AP_2 -43.26
24 AP_3 -37.88
25 AP_1 -47.06
26 AP_2 -42.85
27 AP_3 -37.90
28 AP_1 -47.34
29 AP_2 -41.37
30 AP_3 -35.75
31 AP_1 -47.94
32 AP_2 -38.16
33 AP_3 -41.88
34 AP_1 -47.37
35 AP_2 -42.76
36 AP_3 -40.91
37 AP_1 -47.68
38 AP_2 -46.81
39 AP_3 -38.15
40 AP_1 -47.22
41 AP_2 -38.78
42 AP_3 -48.81
43 AP_1 -48.09
44 AP_2 -41.75
45 AP_3 -35.38
46 AP_1 -47.33
47 AP_2 -50.16
48 AP_3 -34.27
49 AP_1 -47.63
50 AP_2 -44.51
51 AP_3 -38.51
52 AP_1 -47.35
53 AP_2 -32.19
54 AP_3 -39.97
55 AP_1 -47.42
56 AP_2 -42.70
57 AP_3 -38.82
58 AP_1 -48.05
59 AP_2 -51.03
60 AP_3 -33.51
61 AP_1 -47.63
62 AP_2 -37.73
63 AP_3 -41.72
64 AP_1 -47.92
65 AP_2 -42.77
66 AP_3 -36.91
67 AP_1 -47.33
68 AP_2 -35.87
69 AP_3 -39.64
70 AP_1 -47.62
71 AP_2 -51.80
72 AP_3 -39.70
73 AP_1 -48.57
74 AP_2 -50.36
75 AP_3 -44.87
76 AP_1 -46.56
77 AP_2 -37.84
78 AP_3 -45.57
79 AP_1 -47.82
80 AP_2 -48.40
81 AP_3 -39.55
82 AP_1 -47.97
83 AP_2 -42.67
84 AP_3 -37.98
85 AP_1 -48.21
86 AP_2 -45.72
87 AP_3 -35.70
88 AP_1 -48.35
89 AP_2 -47.33
90 AP_3 -43.01
91 AP_1 -48.69
92 AP_2 -48.61
93 AP_3 -40.38
94 AP_1 -47.98
95 AP_2 -40.24
96 AP_3 -30.32
97 AP_1 -47.37
98 AP_2 -41.43
99 AP_3 -44.37
100 AP_1 -47.92
101 AP_2 -40.56
102 AP_3 -42.74
103 AP_1 -48.05
104 AP_2 -42.61
105 AP_3 -37.04
106 AP_1 -48.37
107 AP_2 -36.45
108 AP_3 -42.33
109 AP_1 -48.48
110 AP_2 -42.34
111 AP_3 -43.30
112 AP_1 -48.04
113 AP_2 -40.29
114 AP_3 -46.67
115 AP_1 -47.94
116 AP_2 -48.11
117 AP_3 -42.42
118 AP_1 -48.28
119 AP_2 -53.10
120 AP_3 -34.67
121 AP_1 -47.45
122 AP_2 -56.54
123 AP_3 -43.20
124 AP_1 -47.38
125 AP_2 -51.27
126 AP_3 -42.30
127 AP_1 -47.36
128 AP_2 -40.93
129 AP_3 -48.88
130 AP_1 -46.92
131 AP_2 -43.57
132 AP_3 -33.08
133 AP_1 -47.36
134 AP_2 -44.61
135 AP_3 -35.46
136 AP_1 -48.10
137 AP_2 -47.98
138 AP_3 -34.14
139 AP_1 -47.36
140 AP_2 -40.66
141 AP_3 -42.90
142 AP_1 -47.17
143 AP_2 -51.28
144 AP_3 -41.48
145 AP_1 -47.66
146 AP_2 -36.13
147 AP_3 -44.84
148 AP_1 -47.50
149 AP_2 -56.75
150 AP_3 -36.42
