4 14
1 AP_1 -44.27
2 AP_2 -46.12
3 AP_3 -34.60
4 AP_1 -43.92
5 AP_2 -49.11
6 AP_3 -43.48
7 AP_1 -44.45
8 AP_2 -40.48
9 AP_3 -37.07
10 AP_1 -44.54
11 AP_2 -54.36
12 AP_3 -40.24
13 AP_1 -44.11
14 AP_2 -47.05
15 AP_3 -36.01
16 AP_1 -44.67
17 AP_2 -55.68
18 AP_3 -37.06
19 AP_1 -44.26
20 AP_2 -51.59
21 AP_3 -46.15
22 AP_1 -44.29
23 AP_2 -48.80
24 AP_3 -38.11
25 AP_1 -43.71
26 AP_2 -46.51
27 AP_3 -42.84
28 AP_1 -44.19
29 AP_2 -46.79
30 AP_3 -33.89
31 AP_1 -44.81
32 AP_2 -48.09
33 AP_3 -40.63
34 AP_1 -43.54
35 AP_2 -50.94
36 AP_3 -42.12
37 AP_1 -45.39
38 AP_2 -59.81
39 AP_3 -39.17
40 AP_1 -43.72
41 AP_2 -46.50
42 AP_3 -43.43
43 AP_1 -43.43
44 AP_2 -54.02
45 AP_3 -49.39
46 AP_1 -44.48
47 AP_2 -54.82
48 AP_3 -48.12
49 AP_1 -43.98
50 AP_2 -58.25
51 AP_3 -41.76
52 AP_1 -42.59
53 AP_2 -49.44
54 AP_3 -38.34
55 AP_1 -44.58
56 AP_2 -50.10
57 AP_3 -48.22
58 AP_1 -44.69
59 AP_2 -49.79
60 AP_3 -49.10
61 AP_1 -44.39
62 AP_2 -43.40
63 AP_3 -31.03
64 AP_1 -44.22
65 AP_2 -50.26
66 AP_3 -42.34
67 AP_1 -44.22
68 AP_2 -50.81
69 AP_3 -36.46
70 AP_1 -44.48
71 AP_2 -51.24
72 AP_3 -40.29
73 AP_1 -43.29
74 AP_2 -46.17
75 AP_3 -43.84
76 AP_1 -44.52
77 AP_2 -54.98
78 AP_3 -39.35
79 AP_1 -44.52
80 AP_2 -43.48
81 AP_3 -43.48
82 AP_1 -43.24
83 AP_2 -56.58
84 AP_3 -38.00
85 AP_1 -44.92
86 AP_2 -42.48
87 AP_3 -41.80
88 AP_1 -44.87
89 AP_2 -55.60
90 AP_3 -46.97
91 AP_1 -43.76
92 AP_2 -52.99
93 AP_3 -45.09
94 AP_1 -44.81
95 AP_2 -43.08
96 AP_3 -36.79
97 AP_1 -43.70
98 AP_2 -40.38
99 AP_3 -41.70
100 AP_1 -44.37
101 AP_2 -39.47
102 AP_3 -35.97
103 AP_1 -44.87
104 AP_2 -51.57
105 AP_3 -34.31
106 AP_1 -44.57
107 AP_2 -55.22
108 AP_3 -41.81
109 AP_1 -44.14
110 AP_2 -50.43
111 AP_3 -40.71
112 AP_1 -44.42
113 AP_2 -48.93
114 AP_3 -38.97
115 AP_1 -44.13
116 AP_2 -48.28
117 AP_3 -45.20
118 AP_1 -44.52
119 AP_2 -51.38
120 AP_3 -38.81
121 AP_1 -45.14
122 AP_2 -41.30
123 AP_3 -39.29
124 AP_1 -44.24
125 AP_2 -49.80
126 AP_3 -41.49
127 AP_1 -45.08
128 AP_2 -51.36
129 AP_3 -48.44
130 AP_1 -43.81
131 AP_2 -51.73
132 AP_3 -39.05
133 AP_1 -44.79
134 AP_2 -46.38
135 AP_3 -39.90
136 AP_1 -44.07
137 AP_2 -53.42
138 AP_3 -40.29
139 AP_1 -43.91
140 AP_2 -50.34
141 AP_3 -38.47
142 AP_1 -44.32
143 AP_2 -54.94
144 AP_3 -42.12
145 AP_1 -44.66
146 AP_2 -53.32
147 AP_3 -31.07
148 AP_1 -44.35
149 AP_2 -45.53
150 AP_3 -42.90
